company_name,domain,linkedin_url,category_norm,proxy_use_case_norm,proxy_relevance,country,company_size,source_dataset
Expandi,expandigroup.com,https://www.linkedin.com/company/expandi-group,Social Data / Monitoring,Social scraping / monitoring,LOW,GB,51-200,datarade_top200
Harrisacquire,metriccentral.com,https://www.linkedin.com/company/harrisacquire,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,GB,1-10,datarade_top200
Drakomediagroup,drakomediagroup.com,https://www.linkedin.com/company/drakomediagroup,Social Data / Monitoring,Social scraping / monitoring,LOW,CA,11-50,datarade_top200
Weather Logistics UK,seasonalforecasts.earth,https://www.linkedin.com/company/weather-logistics-uk,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,GB,10000+,datarade_top200
Humanpredictions,humanpredictions.io,https://www.linkedin.com/company/humanpredictions,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,US,1-10,datarade_top200
EasyLeadz,easyleadz.com,https://www.linkedin.com/company/easyleadz,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,IN,11-50,datarade_top200
Marketvector Indexes,marketvectors.io,https://www.linkedin.com/company/marketvector-indexes,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,10000+,datarade_top200
RevenueBase,revenuebase.ai,https://www.linkedin.com/company/revenue-base,Social Data / Monitoring,Social scraping / monitoring,LOW,US,1-10,datarade_top200
Whatalocation,whatalocation.ai,https://www.linkedin.com/company/whatalocation,Social Data / Monitoring,Social scraping / monitoring,LOW,DE,10000+,datarade_top200
Outwardmedia,outwardmedia.com,https://www.linkedin.com/company/outward-media-inc.,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,1-10,datarade_top200
Canari,canari.ca,https://www.linkedin.com/company/agri-canari,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,FR,10000+,datarade_top200
Listkit,listkit.io,https://www.linkedin.com/company/listkit,Social Data / Monitoring,Social scraping / monitoring,LOW,US,11-50,datarade_top200
QuoteWay,quoteway.ca,https://www.linkedin.com/company/quoteway,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),LOW,CA,1-10,datarade_top200
Charm.io,charm.io,https://www.linkedin.com/company/charm-io,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,11-50,datarade_top200
Otto JS,otto-js.com,https://www.linkedin.com/company/devcon-is-now-otto,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),LOW,US,1-10,datarade_top200
Matrixian,matrixian.com,https://www.linkedin.com/company/matrixianofficial,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,NL,11-50,datarade_top200
CompCurve,compcurve.com,https://www.linkedin.com/company/compcurve-inc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,1-10,datarade_top200
Agnibase,agnibase.com,,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,10000+,datarade_top200
Redmob,redmob.io,https://www.linkedin.com/company/redmob,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),LOW,AE,1-10,datarade_top200
Demografy,demografy.com,https://www.linkedin.com/company/david-one,Social Data / Monitoring,Social scraping / monitoring,LOW,US,1-10,datarade_top200
Bungeetech,bungeetech.com,https://www.linkedin.com/company/clear-demand,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
Quadrant,quadrant.io,https://www.linkedin.com/company/quadrantio,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,SG,51-200,datarade_top200
Datandard,datandard.com,https://www.linkedin.com/company/datandard,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),LOW,DK,1-10,datarade_top200
Trademo,trademo.com,https://www.linkedin.com/company/trademo-inc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
FileMarket,filemarket.ai,https://www.linkedin.com/company/filemarketai,Social Data / Monitoring,Social scraping / monitoring,LOW,US,11-50,datarade_top200
Interceptd,interceptd.com,https://www.linkedin.com/company/apsamurai,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),LOW,US,51-200,datarade_top200
Dataplex,dataplex-consulting.com,https://www.linkedin.com/company/dataplex-consulting,Social Data / Monitoring,Social scraping / monitoring,LOW,US,1-10,datarade_top200
Gripsintelligence,gripsintelligence.com,https://www.linkedin.com/company/gripsintelligence,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,11-50,datarade_top200
Foursquare,foursquare.com,https://www.linkedin.com/company/location-foursquare,Social Data / Monitoring,Social scraping / monitoring,LOW,US,501-1000,datarade_top200
mediasmart,mediasmart.io,https://www.linkedin.com/company/mediasmart-mobile,Ad Verification / Brand Safety,Ad verification & geo QA (multi-region),LOW,ES,51-200,datarade_top200
BIGDBM,bigdbm.com,https://www.linkedin.com/company/bigdbm,Social Data / Monitoring,Social scraping / monitoring,LOW,US,1-10,datarade_top200
Asiaresearchinstitute Indonesia,asiaresearchinstitute.com,https://www.linkedin.com/company/asiaresearchinstitute-indonesia,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,ID,11-50,datarade_top200
Esalesdata,esalesdata.com,https://www.linkedin.com/company/esalesdata,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,11-50,datarade_top200
DataScrapa,datascrapa.com,https://www.linkedin.com/company/datascrapa,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,10000+,datarade_top200
Datlab,datlab.eu,https://www.linkedin.com/company/datlab-s-r-o-,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,CZ,11-50,datarade_top200
Intellizence,intellizence.com,https://www.linkedin.com/company/intellizence-inc.,Other / Unknown,Needs validation,LOW,CA,11-50,datarade_top200
GaiaLens,gaia-lens.com,https://www.linkedin.com/company/gaialens,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,GB,1-10,datarade_top200
DataCaptive,datacaptive.com,https://www.linkedin.com/company/datacaptive,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
Rubix Data Sciences,rubixds.com,https://www.linkedin.com/company/rubix-data-sciences,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,IN,51-200,datarade_top200
ScaleCampaign,scalecampaign.com,https://www.linkedin.com/company/scalecampaign,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,1-10,datarade_top200
Eco-Movement,eco-movement.com,https://www.linkedin.com/company/eco-movement-charge-point-data,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,NL,51-200,datarade_top200
Technology Evaluation Centers,technologyevaluation.com,https://www.linkedin.com/company/technology-evaluation-centers,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,CA,51-200,datarade_top200
Global Pricing Innovations,globalpricing.com,https://www.linkedin.com/company/global-pricing-innovations,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,GB,51-200,datarade_top200
Rhetorik,rhetorik.com,https://www.linkedin.com/company/rhetorik,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,GB,51-200,datarade_top200
Picasso,picassoknows.ai,,Social Data / Monitoring,Social scraping / monitoring,LOW,,10000+,datarade_top200
Dexivo,dexivo.com,https://www.linkedin.com/company/dexivo,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,1-10,datarade_top200
Alesco Data,alescodata.com,https://www.linkedin.com/company/alesco-data-group,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
Expanamarkets,mintecglobal.com,https://www.linkedin.com/company/expanamarkets,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,GB,201-500,datarade_top200
StockPulse,stockpulse.de,https://www.linkedin.com/company/stockpulse,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,DE,1-10,datarade_top200
Alqami,alqami.com,https://www.linkedin.com/company/alqami,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,GB,1-10,datarade_top200
aviowiki,aviowiki.com,https://www.linkedin.com/company/aviowiki,Social Data / Monitoring,Social scraping / monitoring,LOW,EE,1-10,datarade_top200
AlgoSeek,algoseek.com,https://www.linkedin.com/company/algoseek,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,1-10,datarade_top200
ShipsDNA,shipsdna.com,https://www.linkedin.com/company/shipsdna-portal,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,10000+,datarade_top200
Smart Insider,smartinsider.com,https://www.linkedin.com/company/smart-insider,Other / Unknown,Needs validation,LOW,GB,51-200,datarade_top200
AGR Marketing,agrmarketingsolutions.com,https://www.linkedin.com/company/agr-marketing-solutions-llc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,1-10,datarade_top200
EPIC Translations,epictranslations.com,https://www.linkedin.com/company/epic-translations,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,US,1-10,datarade_top200
Sovereign Intelligence,sovereign.ai,https://www.linkedin.com/company/sovereignintelligence,Other / Unknown,Needs validation,LOW,US,1-10,datarade_top200
Speedeon Data,speedeondata.com,https://www.linkedin.com/company/speedeon-data-llc,Social Data / Monitoring,Social scraping / monitoring,LOW,US,51-200,datarade_top200
dataplor,dataplor.com,https://www.linkedin.com/company/dataplor,Other / Unknown,Needs validation,LOW,US,51-200,datarade_top200
Barchart,barchart.com,https://www.linkedin.com/company/barchart.com-inc.,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
Social Market Analytics,socialmarketanalytics.com,https://www.linkedin.com/company/context-analytics-inc,Social Data / Monitoring,Social scraping / monitoring,LOW,US,11-50,datarade_top200
Sulpetro,sulpetro.com,https://www.linkedin.com/company/sulpetro-inc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,CA,1-10,datarade_top200
Anteriad,trueinfluence.com,https://www.linkedin.com/company/anteriad,Social Data / Monitoring,Social scraping / monitoring,LOW,US,1001-5000,datarade_top200
Brain Company,braincompany.co,https://www.linkedin.com/company/brain-algorithms,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,IT,1-10,datarade_top200
Zerotrafficking,zerotrafficking.com,https://www.linkedin.com/company/zerotrafficking,Web Scraping / Data Extraction,Web crawling / data extraction at scale,LOW,us,1-10,datarade_top200
Lead411,lead411.com,https://www.linkedin.com/company/lead411,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,11-50,datarade_top200
WiserBrand.com,wiserbrand.com,https://www.linkedin.com/company/wiser-brand,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,51-200,datarade_top200
Particl,particl.com,https://www.linkedin.com/company/getparticl,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,11-50,datarade_top200
Mapthrust,mapthrust.io,,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,,10000+,datarade_top200
Datyle,datyle.co,,Social Data / Monitoring,Social scraping / monitoring,LOW,,10000+,datarade_top200
MarketCheck,marketcheck.com,https://www.linkedin.com/company/marketcheckdata,E-commerce / Price Intelligence,Marketplace / retail price monitoring,LOW,US,11-50,datarade_top200
